ff_index,ff_name,timing_score,is_non_scan
163,U_g1368,13,0
164,U_g1531,16,0
165,U_g1458,12,0
166,U_g572,28,0
167,U_g1011,14,0
168,U_g33,25,0
169,U_g1411,13,0
170,U_g1074,12,0
171,U_g444,34,0
172,U_g1474,16,0
173,U_g1080,8,0
174,U_g1713,9,0
175,U_g333,0,0
176,U_g269,21,0
177,U_g401,40,0
178,U_g1857,29,0
179,U_g9,12,0
180,U_g664,17,0
181,U_g965,39,0
182,U_g1400,15,0
183,U_g309,0,0
184,U_g814,8,0
185,U_g231,13,0
186,U_g557,29,0
187,U_g586,0,0
188,U_g869,0,0
189,U_g1383,14,0
190,U_g158,13,0
191,U_g627,5,0
192,U_g1023,14,0
193,U_g259,11,0
194,U_g1361,0,0
195,U_g1327,41,0
196,U_g654,10,0
197,U_g293,21,0
198,U_g1346,42,0
199,U_g1633,10,0
200,U_g1753,6,0
201,U_g1508,12,0
202,U_g1240,9,0
203,U_g538,39,0
204,U_g416,38,0
205,U_g542,39,0
206,U_g1681,29,0
207,U_g374,36,0
208,U_g563,30,0
209,U_g1914,15,0
210,U_g530,36,0
211,U_g575,30,0
212,U_g1936,18,0
213,U_g55,6,0
214,U_g1117,7,0
215,U_g1317,0,0
216,U_g357,43,0
217,U_g386,37,0
218,U_g1601,17,0
219,U_g553,29,0
220,U_g166,12,0
221,U_g501,42,0
222,U_g262,10,0
223,U_g1840,15,0
224,U_g70,4,0
225,U_g318,0,0
226,U_g1356,9,0
227,U_g794,5,0
228,U_g36,26,0
229,U_g302,16,0
230,U_g342,43,0
231,U_g1250,8,0
232,U_g1163,8,0
233,U_g1810,0,0
234,U_g1032,13,0
235,U_g1432,15,0
236,U_g1053,5,0
237,U_g1453,12,0
238,U_g363,43,0
239,U_g330,0,0
240,U_g1157,8,0
241,U_g1357,12,0
242,U_g35,26,0
243,U_g928,15,0
244,U_g261,11,0
245,U_g516,41,0
246,U_g254,8,0
247,U_g778,8,0
248,U_g861,0,0
249,U_g1627,12,0
250,U_g1292,10,0
251,U_g290,21,0
252,U_g1850,5,0
253,U_g770,7,0
254,U_g1583,17,0
255,U_g466,41,0
256,U_g1561,15,0
257,U_g1527,12,0
258,U_g1546,15,0
259,U_g287,21,0
260,U_g560,29,0
261,U_g617,16,0
262,U_g17,3,0
263,U_g336,59,0
264,U_g456,41,0
265,U_g305,0,0
266,U_g345,59,0
267,U_g8,0,0
268,U_g1771,10,0
269,U_g865,12,0
270,U_g255,11,0
271,U_g1945,19,0
272,U_g1738,6,0
273,U_g1478,16,0
274,U_g1035,3,0
275,U_g1959,1,0
276,U_g1690,5,0
277,U_g1482,16,0
278,U_g1110,7,0
279,U_g296,21,0
280,U_g1663,30,0
281,U_g700,16,0
282,U_g1762,5,0
283,U_g360,43,0
284,U_g192,15,0
285,U_g1657,28,0
286,U_g722,20,0
287,U_g61,7,0
288,U_g566,29,0
289,U_g1394,13,0
290,U_g1089,11,0
291,U_g883,3,0
292,U_g1071,8,0
293,U_g986,36,0
294,U_g971,36,0
295,U_g1955,0,0
296,U_g143,12,0
297,U_g1814,20,0
298,U_g1038,4,0
299,U_g1212,0,0
300,U_g1918,19,0
301,U_g782,9,0
302,U_g1822,18,0
303,U_g237,13,0
304,U_g746,0,0
305,U_g1062,4,0
306,U_g1462,16,0
307,U_g178,12,0
308,U_g366,43,0
309,U_g837,0,0
310,U_g599,18,0
311,U_g1854,34,0
312,U_g944,39,0
313,U_g1941,13,0
314,U_g170,15,0
315,U_g1520,13,0
316,U_g686,20,0
317,U_g953,39,0
318,U_g1958,6,0
319,U_g40,24,0
320,U_g1765,1,0
321,U_g1733,27,0
322,U_g1270,8,0
323,U_g1610,6,0
324,U_g1796,12,0
325,U_g1324,41,0
326,U_g1540,16,0
327,U_g1377,13,0
328,U_g1206,3,0
329,U_g491,42,0
330,U_g1849,5,0
331,U_g213,14,0
332,U_g1781,9,0
333,U_g1900,19,0
334,U_g1245,8,0
335,U_g108,38,0
336,U_g630,6,0
337,U_g148,15,0
338,U_g833,0,0
339,U_g1923,15,0
340,U_g936,15,0
341,U_g1215,12,0
342,U_g1314,41,0
343,U_g849,0,0
344,U_g1336,42,0
345,U_g272,16,0
346,U_g1806,14,0
347,U_g826,11,0
348,U_g1065,4,0
349,U_g1887,15,0
350,U_g37,26,0
351,U_g968,38,0
352,U_g1845,5,0
353,U_g1137,7,0
354,U_g1891,19,0
355,U_g1255,8,0
356,U_g257,9,0
357,U_g874,12,0
358,U_g591,20,0
359,U_g731,20,0
360,U_g636,14,0
361,U_g1218,9,0
362,U_g605,20,0
363,U_g79,6,0
364,U_g182,12,0
365,U_g950,39,0
366,U_g1129,6,0
367,U_g857,0,0
368,U_g448,35,0
369,U_g1828,19,0
370,U_g1727,26,0
371,U_g1592,16,0
372,U_g1703,4,0
373,U_g1932,15,0
374,U_g1624,12,0
375,U_g26,5,0
376,U_g1068,8,0
377,U_g578,0,0
378,U_g440,34,0
379,U_g476,39,0
380,U_g119,12,0
381,U_g668,20,0
382,U_g139,15,0
383,U_g1149,8,0
384,U_g34,26,0
385,U_g1848,6,0
386,U_g263,17,0
387,U_g818,9,0
388,U_g1747,6,0
389,U_g802,5,0
390,U_g275,21,0
391,U_g1524,16,0
392,U_g1577,18,0
393,U_g810,7,0
394,U_g391,38,0
395,U_g658,19,0
396,U_g1386,13,0
397,U_g253,11,0
398,U_g875,12,0
399,U_g1125,7,0
400,U_g201,14,0
401,U_g1280,10,0
402,U_g1083,12,0
403,U_g650,8,0
404,U_g1636,12,0
405,U_g853,0,0
406,U_g421,38,0
407,U_g762,7,0
408,U_g956,39,0
409,U_g378,36,0
410,U_g1756,6,0
411,U_g589,0,0
412,U_g841,0,0
413,U_g1027,13,0
414,U_g1003,15,0
415,U_g1403,15,0
416,U_g1145,7,0
417,U_g1107,7,0
418,U_g1223,9,0
419,U_g406,40,0
420,U_g1811,31,0
421,U_g1642,27,0
422,U_g1047,3,0
423,U_g1654,28,0
424,U_g197,15,0
425,U_g1595,18,0
426,U_g1537,16,0
427,U_g727,15,0
428,U_g999,15,0
429,U_g798,5,0
430,U_g481,41,0
431,U_g754,5,0
432,U_g1330,42,0
433,U_g845,0,0
434,U_g790,11,0
435,U_g1512,12,0
436,U_g114,0,0
437,U_g1490,16,0
438,U_g1166,8,0
439,U_g1056,4,0
440,U_g348,43,0
441,U_g868,0,0
442,U_g1260,8,0
443,U_g260,11,0
444,U_g131,14,0
445,U_g7,0,0
446,U_g258,11,0
447,U_g521,36,0
448,U_g1318,41,0
449,U_g1872,17,0
450,U_g677,20,0
451,U_g582,0,0
452,U_g1393,12,0
453,U_g1549,15,0
454,U_g947,39,0
455,U_g1834,20,0
456,U_g1598,17,0
457,U_g1121,7,0
458,U_g1321,41,0
459,U_g506,41,0
460,U_g546,28,0
461,U_g1909,19,0
462,U_g755,0,0
463,U_g1552,16,0
464,U_g584,0,0
465,U_g1687,29,0
466,U_g1586,18,0
467,U_g324,0,0
468,U_g1141,7,0
469,U_g1570,12,0
470,U_g1341,42,0
471,U_g1710,2,0
472,U_g1645,27,0
473,U_g115,12,0
474,U_g135,13,0
475,U_g525,36,0
476,U_g581,0,0
477,U_g1607,17,0
478,U_g321,0,0
479,U_g67,6,0
480,U_g1275,32,0
481,U_g1311,41,0
482,U_g1615,12,0
483,U_g382,36,0
484,U_g1374,15,0
485,U_g266,16,0
486,U_g1284,10,0
487,U_g1380,14,0
488,U_g673,14,0
489,U_g1853,5,0
490,U_g162,15,0
491,U_g411,40,0
492,U_g431,34,0
493,U_g1905,15,0
494,U_g1515,13,0
495,U_g1630,9,0
496,U_g49,6,0
497,U_g991,14,0
498,U_g1300,9,0
499,U_g339,42,0
500,U_g256,10,0
501,U_g1750,6,0
502,U_g585,0,0
503,U_g1440,15,0
504,U_g1666,29,0
505,U_g1528,16,0
506,U_g1351,42,0
507,U_g1648,26,0
508,U_g127,15,0
509,U_g1618,40,0
510,U_g1235,9,0
511,U_g299,20,0
512,U_g435,34,0
513,U_g64,6,0
514,U_g1555,16,0
515,U_g995,13,0
516,U_g1621,12,0
517,U_g1113,8,0
518,U_g643,9,0
519,U_g1494,16,0
520,U_g1567,18,0
521,U_g691,16,0
522,U_g534,36,0
523,U_g1776,8,0
524,U_g569,28,0
525,U_g1160,8,0
526,U_g1360,12,0
527,U_g1050,4,0
528,U_g1,12,0
529,U_g511,41,0
530,U_g1724,26,0
531,U_g12,12,0
532,U_g1878,14,0
533,U_g73,6,0
