ff_instance,min_slack
_23835_,9999.0
_23836_,9999.0
_23837_,9999.0
_23838_,9999.0
_23839_,9999.0
_23840_,9999.0
_23841_,9999.0
_23842_,9999.0
_23843_,9999.0
_23844_,9999.0
_23845_,9999.0
_23846_,9999.0
_23847_,9999.0
_23848_,9999.0
_23849_,9999.0
_23850_,9999.0
_23851_,9999.0
_23852_,9999.0
_23853_,9999.0
_23854_,9999.0
_23855_,9999.0
_23856_,9999.0
_23857_,9999.0
_23858_,9999.0
_23859_,9999.0
_23860_,9999.0
_23861_,9999.0
_23862_,9999.0
_23863_,9999.0
_23864_,9999.0
_23865_,9999.0
_23866_,9999.0
_23867_,9999.0
_23868_,9999.0
_23869_,9999.0
_23870_,9999.0
_23871_,9999.0
_23872_,9999.0
_23873_,9999.0
_23874_,9999.0
_23875_,9999.0
_23876_,9999.0
_23877_,9999.0
_23878_,9999.0
_23879_,9999.0
_23880_,9999.0
_23881_,9999.0
_23882_,9999.0
_23883_,9999.0
_23884_,9999.0
_23885_,9999.0
_23886_,9999.0
_23887_,9999.0
_23888_,9999.0
_23889_,9999.0
_23890_,9999.0
_23891_,9999.0
_23892_,9999.0
_23893_,9999.0
_23894_,9999.0
_23895_,9999.0
_23896_,9999.0
_23897_,9999.0
_23898_,9999.0
_23899_,9999.0
_23900_,9999.0
_23901_,9999.0
_23902_,9999.0
_23903_,9999.0
_23904_,9999.0
_23905_,9999.0
_23906_,9999.0
_23907_,9999.0
_23908_,9999.0
_23909_,9999.0
_23910_,9999.0
_23911_,9999.0
_23912_,9999.0
_23913_,9999.0
_23914_,9999.0
_23915_,9999.0
_23916_,9999.0
_23917_,9999.0
_23918_,9999.0
_23919_,9999.0
_23920_,9999.0
_23921_,9999.0
_23922_,9999.0
_23923_,9999.0
_23924_,9999.0
_23925_,9999.0
_23926_,9999.0
_23927_,9999.0
_23928_,9999.0
_23929_,9999.0
_23930_,9999.0
_23931_,9999.0
_23932_,9999.0
_23933_,9999.0
_23934_,9999.0
_23935_,9999.0
_23936_,9999.0
_23937_,9999.0
_23938_,9999.0
_23939_,9999.0
_23940_,9999.0
_23941_,9999.0
_23942_,9999.0
_23943_,9999.0
_23944_,9999.0
_23945_,9999.0
_23946_,9999.0
_23947_,9999.0
_23948_,9999.0
_23949_,9999.0
_23950_,9999.0
_23951_,9999.0
_23952_,9999.0
_23953_,9999.0
_23954_,9999.0
_23955_,9999.0
_23956_,9999.0
_23957_,9999.0
_23958_,9999.0
_23959_,9999.0
_23960_,9999.0
_23961_,9999.0
_23962_,9999.0
_23963_,9999.0
_23964_,9999.0
_23965_,9999.0
_23966_,9999.0
_23967_,9999.0
_23968_,9999.0
_23969_,9999.0
_23970_,9999.0
_23971_,9999.0
_23972_,9999.0
_23973_,9999.0
_23974_,9999.0
_23975_,9999.0
_23976_,9999.0
_23977_,9999.0
_23978_,9999.0
_23979_,9999.0
_23980_,9999.0
_23981_,9999.0
_23982_,9999.0
_23983_,9999.0
_23984_,9999.0
_23985_,9999.0
_23986_,9999.0
_23987_,9999.0
_23988_,9999.0
_23989_,9999.0
_23990_,9999.0
_23991_,9999.0
_23992_,9999.0
_23993_,9999.0
_23994_,9999.0
_23995_,9999.0
_23996_,9999.0
_23997_,9999.0
_23998_,9999.0
_23999_,9999.0
_24000_,9999.0
_24001_,9999.0
_24002_,9999.0
_24003_,9999.0
_24004_,9999.0
_24005_,9999.0
_24006_,9999.0
_24007_,9999.0
_24008_,9999.0
_24009_,9999.0
_24010_,9999.0
_24011_,9999.0
_24012_,9999.0
_24013_,9999.0
_24014_,9999.0
_24015_,9999.0
_24016_,9999.0
_24017_,9999.0
_24018_,9999.0
_24019_,9999.0
_24020_,9999.0
_24021_,9999.0
_24022_,9999.0
_24023_,9999.0
_24024_,9999.0
_24025_,9999.0
_24026_,9999.0
_24027_,9999.0
_24028_,9999.0
_24029_,9999.0
_24030_,9999.0
_24031_,9999.0
_24032_,9999.0
_24033_,9999.0
_24034_,9999.0
_24035_,9999.0
_24036_,9999.0
_24037_,9999.0
_24038_,9999.0
_24039_,9999.0
_24040_,9999.0
_24041_,9999.0
_24042_,9999.0
_24043_,9999.0
_24044_,9999.0
_24045_,9999.0
_24046_,9999.0
_24047_,9999.0
_24048_,9999.0
_24049_,9999.0
_24050_,9999.0
_24051_,9999.0
_24052_,9999.0
_24053_,9999.0
_24054_,9999.0
_24055_,9999.0
_24056_,9999.0
_24057_,9999.0
_24058_,9999.0
_24059_,9999.0
_24060_,9999.0
_24061_,9999.0
_24062_,9999.0
_24063_,9999.0
_24064_,9999.0
_24065_,9999.0
_24066_,9999.0
_24067_,9999.0
_24068_,9999.0
_24069_,9999.0
_24070_,9999.0
_24071_,9999.0
_24072_,9999.0
_24073_,9999.0
_24074_,9999.0
_24075_,9999.0
_24076_,9999.0
_24077_,9999.0
_24078_,9999.0
_24079_,9999.0
_24080_,9999.0
_24081_,9999.0
_24082_,9999.0
_24083_,9999.0
_24084_,9999.0
_24085_,9999.0
_24086_,9999.0
_24087_,9999.0
_24088_,9999.0
_24089_,9999.0
_24090_,9999.0
_24091_,9999.0
_24092_,9999.0
_24093_,9999.0
_24094_,9999.0
_24095_,9999.0
_24096_,9999.0
_24097_,9999.0
_24098_,9999.0
_24099_,9999.0
_24100_,9999.0
_24101_,9999.0
_24102_,9999.0
_24103_,9999.0
_24104_,9999.0
_24105_,9999.0
_24106_,9999.0
_24107_,9999.0
_24108_,9999.0
_24109_,9999.0
_24110_,9999.0
_24111_,9999.0
_24112_,9999.0
_24113_,9999.0
_24114_,9999.0
_24115_,9999.0
_24116_,9999.0
_24117_,9999.0
_24118_,9999.0
_24119_,9999.0
_24120_,9999.0
_24121_,9999.0
_24122_,9999.0
_24123_,9999.0
_24124_,9999.0
_24125_,9999.0
_24126_,9999.0
_24127_,9999.0
_24128_,9999.0
_24129_,9999.0
_24130_,9999.0
_24131_,9999.0
_24132_,9999.0
_24133_,9999.0
_24134_,9999.0
_24135_,9999.0
_24136_,9999.0
_24137_,9999.0
_24138_,9999.0
_24139_,9999.0
_24140_,9999.0
_24141_,9999.0
_24142_,9999.0
_24143_,9999.0
_24144_,9999.0
_24145_,9999.0
_24146_,9999.0
_24147_,9999.0
_24148_,9999.0
_24149_,9999.0
_24150_,9999.0
_24151_,9999.0
_24152_,9999.0
_24153_,9999.0
_24154_,9999.0
_24155_,9999.0
_24156_,9999.0
_24157_,9999.0
_24158_,9999.0
_24159_,9999.0
_24160_,9999.0
_24161_,9999.0
_24162_,9999.0
_24163_,9999.0
_24164_,9999.0
_24165_,9999.0
_24166_,9999.0
_24167_,9999.0
_24168_,9999.0
_24169_,9999.0
_24170_,9999.0
_24171_,9999.0
_24172_,9999.0
_24173_,9999.0
_24174_,9999.0
_24175_,9999.0
_24176_,9999.0
_24177_,9999.0
_24178_,9999.0
_24179_,9999.0
_24180_,9999.0
_24181_,9999.0
_24182_,9999.0
_24183_,9999.0
_24184_,9999.0
_24185_,9999.0
_24186_,9999.0
_24187_,9999.0
_24188_,9999.0
_24189_,9999.0
_24190_,9999.0
_24191_,9999.0
_24192_,9999.0
_24193_,9999.0
_24194_,9999.0
_24195_,9999.0
_24196_,9999.0
_24197_,9999.0
_24198_,9999.0
_24199_,9999.0
_24200_,9999.0
_24201_,9999.0
_24202_,9999.0
_24203_,9999.0
_24204_,9999.0
_24205_,9999.0
_24206_,9999.0
_24207_,9999.0
_24208_,9999.0
_24209_,9999.0
_24210_,9999.0
_24211_,9999.0
_24212_,9999.0
_24213_,9999.0
_24214_,9999.0
_24215_,9999.0
_24216_,9999.0
_24217_,9999.0
_24218_,9999.0
_24219_,9999.0
_24220_,9999.0
_24221_,9999.0
_24222_,9999.0
_24223_,9999.0
_24224_,9999.0
_24225_,9999.0
_24226_,9999.0
_24227_,9999.0
_24228_,9999.0
_24229_,9999.0
_24230_,9999.0
_24231_,9999.0
_24232_,9999.0
_24233_,9999.0
_24234_,9999.0
_24235_,9999.0
_24236_,9999.0
_24237_,9999.0
_24238_,9999.0
_24239_,9999.0
_24240_,9999.0
_24241_,9999.0
_24242_,9999.0
_24243_,9999.0
_24244_,9999.0
_24245_,9999.0
_24246_,9999.0
_24247_,9999.0
_24248_,9999.0
_24249_,9999.0
_24250_,9999.0
_24251_,9999.0
_24252_,9999.0
_24253_,9999.0
_24254_,9999.0
_24255_,9999.0
_24256_,9999.0
_24257_,9999.0
_24258_,9999.0
_24259_,9999.0
_24260_,9999.0
_24261_,9999.0
_24262_,9999.0
_24263_,9999.0
_24264_,9999.0
_24265_,9999.0
_24266_,9999.0
_24267_,9999.0
_24268_,9999.0
_24269_,9999.0
_24270_,9999.0
_24271_,9999.0
_24272_,9999.0
_24273_,9999.0
_24274_,9999.0
_24275_,9999.0
_24276_,9999.0
_24277_,9999.0
_24278_,9999.0
_24279_,9999.0
_24280_,9999.0
_24281_,9999.0
_24282_,9999.0
_24283_,9999.0
_24284_,9999.0
_24285_,9999.0
_24286_,9999.0
_24287_,9999.0
_24288_,9999.0
_24289_,9999.0
_24290_,9999.0
_24291_,9999.0
_24292_,9999.0
_24293_,9999.0
_24294_,9999.0
_24295_,9999.0
_24296_,9999.0
_24297_,9999.0
_24298_,9999.0
_24299_,9999.0
_24300_,9999.0
_24301_,9999.0
_24302_,9999.0
_24303_,9999.0
_24304_,9999.0
_24305_,9999.0
_24306_,9999.0
_24307_,9999.0
_24308_,9999.0
_24309_,9999.0
_24310_,9999.0
_24311_,9999.0
_24312_,9999.0
_24313_,9999.0
_24314_,9999.0
_24315_,9999.0
_24316_,9999.0
_24317_,9999.0
_24318_,9999.0
_24319_,9999.0
_24320_,9999.0
_24321_,9999.0
_24322_,9999.0
_24323_,9999.0
_24324_,9999.0
_24325_,9999.0
_24326_,9999.0
_24327_,9999.0
_24328_,9999.0
_24329_,9999.0
_24330_,9999.0
_24331_,9999.0
_24332_,9999.0
_24333_,9999.0
_24334_,9999.0
_24335_,9999.0
_24336_,9999.0
_24337_,9999.0
_24338_,9999.0
_24339_,9999.0
_24340_,9999.0
_24341_,9999.0
_24342_,9999.0
_24343_,9999.0
_24344_,9999.0
_24345_,9999.0
_24346_,9999.0
_24347_,9999.0
_24348_,9999.0
_24349_,9999.0
_24350_,9999.0
_24351_,9999.0
_24352_,9999.0
_24353_,9999.0
_24354_,9999.0
_24355_,9999.0
_24356_,9999.0
_24357_,9999.0
_24358_,9999.0
_24359_,9999.0
_24360_,9999.0
_24361_,9999.0
_24362_,9999.0
_24363_,9999.0
_24364_,9999.0
_24365_,9999.0
_24366_,9999.0
_24367_,9999.0
_24368_,9999.0
_24369_,9999.0
_24370_,9999.0
_24371_,9999.0
_24372_,9999.0
_24373_,9999.0
_24374_,9999.0
_24375_,9999.0
_24376_,9999.0
_24377_,9999.0
_24378_,9999.0
_24379_,9999.0
_24380_,9999.0
_24381_,9999.0
_24382_,9999.0
_24383_,9999.0
_24384_,9999.0
_24385_,9999.0
_24386_,9999.0
_24387_,9999.0
_24388_,9999.0
_24389_,9999.0
_24390_,9999.0
_24391_,9999.0
_24392_,9999.0
_24393_,9999.0
_24394_,9999.0
_24395_,9999.0
_24396_,9999.0
_24397_,9999.0
_24398_,9999.0
_24399_,9999.0
_24400_,9999.0
_24401_,9999.0
_24402_,9999.0
_24403_,9999.0
_24404_,9999.0
_24405_,9999.0
_24406_,9999.0
_24407_,9999.0
_24408_,9999.0
_24409_,9999.0
_24410_,9999.0
_24411_,9999.0
_24412_,9999.0
_24413_,9999.0
_24414_,9999.0
_24415_,9999.0
_24416_,9999.0
_24417_,9999.0
_24418_,9999.0
_24419_,9999.0
_24420_,9999.0
_24421_,9999.0
_24422_,9999.0
_24423_,9999.0
_24424_,9999.0
_24425_,9999.0
_24426_,9999.0
_24427_,9999.0
_24428_,9999.0
_24429_,9999.0
_24430_,9999.0
_24431_,9999.0
_24432_,9999.0
_24433_,9999.0
_24434_,9999.0
_24435_,9999.0
_24436_,9999.0
_24437_,9999.0
_24438_,9999.0
_24439_,9999.0
_24440_,9999.0
_24441_,9999.0
_24442_,9999.0
_24443_,9999.0
_24444_,9999.0
_24445_,9999.0
_24446_,9999.0
_24447_,9999.0
_24448_,9999.0
_24449_,9999.0
_24450_,9999.0
_24451_,9999.0
_24452_,9999.0
_24453_,9999.0
_24454_,9999.0
_24455_,9999.0
_24456_,9999.0
_24457_,9999.0
_24458_,9999.0
_24459_,9999.0
_24460_,9999.0
_24461_,9999.0
_24462_,9999.0
_24463_,9999.0
_24464_,9999.0
_24465_,9999.0
_24466_,9999.0
_24467_,9999.0
_24468_,9999.0
_24469_,9999.0
_24470_,9999.0
_24471_,9999.0
_24472_,9999.0
_24473_,9999.0
_24474_,9999.0
_24475_,9999.0
_24476_,9999.0
_24477_,9999.0
_24478_,9999.0
_24479_,9999.0
_24480_,9999.0
_24481_,9999.0
_24482_,9999.0
_24483_,9999.0
_24484_,9999.0
_24485_,9999.0
_24486_,9999.0
_24487_,9999.0
_24488_,9999.0
_24489_,9999.0
_24490_,9999.0
_24491_,9999.0
_24492_,9999.0
_24493_,9999.0
_24494_,9999.0
_24495_,9999.0
_24496_,9999.0
_24497_,9999.0
_24498_,9999.0
_24499_,9999.0
_24500_,9999.0
_24501_,9999.0
_24502_,9999.0
_24503_,9999.0
_24504_,9999.0
_24505_,9999.0
_24506_,9999.0
_24507_,9999.0
_24508_,9999.0
_24509_,9999.0
_24510_,9999.0
_24511_,9999.0
_24512_,9999.0
_24513_,9999.0
_24514_,9999.0
_24515_,9999.0
_24516_,9999.0
_24517_,9999.0
_24518_,9999.0
_24519_,9999.0
_24520_,9999.0
_24521_,9999.0
_24522_,9999.0
_24523_,9999.0
_24524_,9999.0
_24525_,9999.0
