ff_instance,min_slack
DFF_413,9999.0
DFF_414,9999.0
DFF_415,9999.0
DFF_416,9999.0
DFF_417,9999.0
DFF_418,9999.0
DFF_419,9999.0
DFF_42,9999.0
DFF_420,9999.0
DFF_421,9999.0
DFF_422,9999.0
DFF_423,9999.0
DFF_424,9999.0
DFF_425,9999.0
DFF_426,9999.0
DFF_427,9999.0
DFF_428,9999.0
DFF_429,9999.0
DFF_43,9999.0
DFF_430,9999.0
DFF_431,9999.0
DFF_432,9999.0
DFF_433,9999.0
DFF_434,9999.0
DFF_435,9999.0
DFF_436,9999.0
DFF_437,9999.0
DFF_438,9999.0
DFF_439,9999.0
DFF_44,9999.0
DFF_440,9999.0
DFF_441,9999.0
DFF_442,9999.0
DFF_443,9999.0
DFF_444,9999.0
DFF_445,9999.0
DFF_446,9999.0
DFF_447,9999.0
DFF_448,9999.0
DFF_449,9999.0
DFF_45,9999.0
DFF_450,9999.0
DFF_451,9999.0
DFF_452,9999.0
DFF_453,9999.0
DFF_454,9999.0
DFF_455,9999.0
DFF_456,9999.0
DFF_457,9999.0
DFF_458,9999.0
DFF_459,9999.0
DFF_46,9999.0
DFF_460,9999.0
DFF_461,9999.0
DFF_462,9999.0
DFF_463,9999.0
DFF_464,9999.0
DFF_465,9999.0
DFF_466,9999.0
DFF_467,9999.0
DFF_468,9999.0
DFF_469,9999.0
DFF_47,9999.0
DFF_470,9999.0
DFF_471,9999.0
DFF_472,9999.0
DFF_473,9999.0
DFF_474,9999.0
DFF_475,9999.0
DFF_476,9999.0
DFF_477,9999.0
DFF_478,9999.0
DFF_479,9999.0
DFF_48,9999.0
DFF_480,9999.0
DFF_481,9999.0
DFF_482,9999.0
DFF_483,9999.0
DFF_484,9999.0
DFF_485,9999.0
DFF_486,9999.0
DFF_487,9999.0
DFF_488,9999.0
DFF_489,9999.0
DFF_49,9999.0
DFF_490,9999.0
DFF_491,9999.0
DFF_492,9999.0
DFF_493,9999.0
DFF_494,9999.0
DFF_495,9999.0
DFF_496,9999.0
DFF_497,9999.0
DFF_498,9999.0
DFF_499,9999.0
DFF_5,9999.0
DFF_50,9999.0
DFF_500,9999.0
DFF_501,9999.0
DFF_502,9999.0
DFF_503,9999.0
DFF_504,9999.0
DFF_505,9999.0
DFF_506,9999.0
DFF_507,9999.0
DFF_508,9999.0
DFF_509,9999.0
DFF_51,9999.0
DFF_510,9999.0
DFF_511,9999.0
DFF_512,9999.0
DFF_513,9999.0
DFF_514,9999.0
DFF_515,9999.0
DFF_516,9999.0
DFF_517,9999.0
DFF_518,9999.0
DFF_519,9999.0
DFF_52,9999.0
DFF_520,9999.0
DFF_521,9999.0
DFF_522,9999.0
DFF_523,9999.0
DFF_524,9999.0
DFF_525,9999.0
DFF_526,9999.0
DFF_527,9999.0
DFF_528,9999.0
DFF_529,9999.0
DFF_53,9999.0
DFF_530,9999.0
DFF_531,9999.0
DFF_532,9999.0
DFF_533,9999.0
DFF_54,9999.0
DFF_55,9999.0
DFF_56,9999.0
DFF_57,9999.0
DFF_58,9999.0
DFF_59,9999.0
DFF_6,9999.0
DFF_60,9999.0
DFF_61,9999.0
DFF_62,9999.0
DFF_63,9999.0
DFF_64,9999.0
DFF_65,9999.0
DFF_66,9999.0
DFF_67,9999.0
DFF_68,9999.0
DFF_69,9999.0
DFF_7,9999.0
DFF_70,9999.0
DFF_71,9999.0
DFF_72,9999.0
DFF_73,9999.0
DFF_74,9999.0
DFF_75,9999.0
DFF_76,9999.0
DFF_77,9999.0
DFF_78,9999.0
DFF_79,9999.0
DFF_8,9999.0
DFF_80,9999.0
DFF_81,9999.0
DFF_82,9999.0
DFF_83,9999.0
DFF_84,9999.0
DFF_85,9999.0
DFF_86,9999.0
DFF_87,9999.0
DFF_88,9999.0
DFF_89,9999.0
DFF_9,9999.0
DFF_90,9999.0
DFF_91,9999.0
DFF_92,9999.0
DFF_93,9999.0
DFF_94,9999.0
DFF_95,9999.0
DFF_96,9999.0
DFF_97,9999.0
DFF_98,9999.0
DFF_99,9999.0
