ff_instance,min_slack
_6725_,9999.0
_6726_,9999.0
_6727_,9999.0
_6728_,9999.0
_6729_,9999.0
_6730_,9999.0
_6731_,9999.0
_6732_,9999.0
_6733_,9999.0
_6734_,9999.0
_6735_,9999.0
_6736_,9999.0
_6737_,9999.0
_6738_,9999.0
_6739_,9999.0
_6740_,9999.0
_6741_,9999.0
_6742_,9999.0
_6743_,9999.0
_6744_,9999.0
_6745_,9999.0
_6746_,9999.0
_6747_,9999.0
_6748_,9999.0
_6749_,9999.0
_6750_,9999.0
_6751_,9999.0
_6752_,9999.0
_6753_,9999.0
_6754_,9999.0
_6755_,9999.0
_6756_,9999.0
_6757_,9999.0
_6758_,9999.0
_6759_,9999.0
_6760_,9999.0
_6761_,9999.0
_6762_,9999.0
_6763_,9999.0
_6764_,9999.0
_6765_,9999.0
_6766_,9999.0
_6767_,9999.0
_6768_,9999.0
_6769_,9999.0
_6770_,9999.0
_6771_,9999.0
_6772_,9999.0
_6773_,9999.0
_6774_,9999.0
_6775_,9999.0
_6776_,9999.0
_6777_,9999.0
_6778_,9999.0
_6779_,9999.0
_6780_,9999.0
_6781_,9999.0
_6782_,9999.0
_6783_,9999.0
_6784_,9999.0
_6785_,9999.0
_6786_,9999.0
_6787_,9999.0
_6788_,9999.0
_6789_,9999.0
_6790_,9999.0
_6791_,9999.0
_6792_,9999.0
_6793_,9999.0
_6794_,9999.0
_6795_,9999.0
_6796_,9999.0
_6797_,9999.0
_6798_,9999.0
_6799_,9999.0
_6800_,9999.0
_6801_,9999.0
_6802_,9999.0
_6803_,9999.0
_6804_,9999.0
_6805_,9999.0
_6806_,9999.0
_6807_,9999.0
_6808_,9999.0
_6809_,9999.0
_6810_,9999.0
_6811_,9999.0
_6812_,9999.0
_6813_,9999.0
_6814_,9999.0
_6815_,9999.0
_6816_,9999.0
_6817_,9999.0
_6818_,9999.0
_6819_,9999.0
_6820_,9999.0
_6821_,9999.0
_6822_,9999.0
_6823_,9999.0
_6824_,9999.0
_6825_,9999.0
_6826_,9999.0
_6827_,9999.0
_6828_,9999.0
_6829_,9999.0
_6830_,9999.0
_6831_,9999.0
_6832_,9999.0
_6833_,9999.0
_6834_,9999.0
_6835_,9999.0
_6836_,9999.0
_6837_,9999.0
_6838_,9999.0
_6839_,9999.0
_6840_,9999.0
_6841_,9999.0
_6842_,9999.0
_6843_,9999.0
_6844_,9999.0
_6845_,9999.0
_6846_,9999.0
_6847_,9999.0
_6848_,9999.0
_6849_,9999.0
_6850_,9999.0
_6851_,9999.0
_6852_,9999.0
_6853_,9999.0
_6854_,9999.0
_6855_,9999.0
_6856_,9999.0
_6857_,9999.0
_6858_,9999.0
_6859_,9999.0
_6860_,9999.0
_6861_,9999.0
_6862_,9999.0
_6863_,9999.0
_6864_,9999.0
_6865_,9999.0
_6866_,9999.0
_6867_,9999.0
_6868_,9999.0
_6869_,9999.0
_6870_,9999.0
_6871_,9999.0
_6872_,9999.0
_6873_,9999.0
_6874_,9999.0
_6875_,9999.0
_6876_,9999.0
_6877_,9999.0
_6878_,9999.0
_6879_,9999.0
_6880_,9999.0
_6881_,9999.0
_6882_,9999.0
_6883_,9999.0
_6884_,9999.0
_6885_,9999.0
_6886_,9999.0
_6887_,9999.0
_6888_,9999.0
_6889_,9999.0
_6890_,9999.0
_6891_,9999.0
_6892_,9999.0
_6893_,9999.0
_6894_,9999.0
_6895_,9999.0
_6896_,9999.0
_6897_,9999.0
_6898_,9999.0
_6899_,9999.0
_6900_,9999.0
_6901_,9999.0
_6902_,9999.0
_6903_,9999.0
_6904_,9999.0
_6905_,9999.0
_6906_,9999.0
_6907_,9999.0
_6908_,9999.0
_6909_,9999.0
_6910_,9999.0
_6911_,9999.0
_6912_,9999.0
_6913_,9999.0
_6914_,9999.0
_6915_,9999.0
_6916_,9999.0
_6917_,9999.0
_6918_,9999.0
_6919_,9999.0
_6920_,9999.0
_6921_,9999.0
_6922_,9999.0
_6923_,9999.0
_6924_,9999.0
_6925_,9999.0
_6926_,9999.0
_6927_,9999.0
