ff_index,ff_name,timing_score,is_non_scan
267,U_g414,25,0
268,U_g417,25,0
269,U_g420,25,0
270,U_g423,25,0
271,U_g427,21,0
272,U_g428,21,0
273,U_g426,21,0
274,U_g429,17,0
275,U_g432,17,0
276,U_g435,17,0
277,U_g438,19,0
278,U_g441,19,0
279,U_g444,19,0
280,U_g448,17,0
281,U_g449,17,0
282,U_g447,17,0
283,U_g312,31,0
284,U_g313,31,0
285,U_g314,31,0
286,U_g315,37,0
287,U_g316,37,0
288,U_g317,37,0
289,U_g318,37,0
290,U_g319,37,0
291,U_g320,37,0
292,U_g322,28,0
293,U_g323,28,0
294,U_g321,28,0
295,U_g403,22,0
296,U_g404,22,0
297,U_g402,22,0
298,U_g450,1,0
299,U_g451,0,0
300,U_g452,1,0
301,U_g453,0,0
302,U_g454,1,0
303,U_g279,0,0
304,U_g280,1,0
305,U_g281,0,0
306,U_g282,1,0
307,U_g283,0,0
308,U_g284,1,0
309,U_g285,0,0
310,U_g286,1,0
311,U_g287,0,0
312,U_g288,1,0
313,U_g289,0,0
314,U_g290,0,0
315,U_g291,0,0
316,U_g299,13,0
317,U_g305,11,0
318,U_g308,10,0
319,U_g297,10,0
320,U_g296,10,0
321,U_g295,10,0
322,U_g294,10,0
323,U_g304,5,0
324,U_g303,5,0
325,U_g302,4,0
326,U_g301,5,0
327,U_g300,13,0
328,U_g298,22,0
329,U_g342,0,0
330,U_g349,0,0
331,U_g350,0,0
332,U_g351,0,0
333,U_g352,0,0
334,U_g353,0,0
335,U_g357,0,0
336,U_g364,0,0
337,U_g365,0,0
338,U_g366,0,0
339,U_g367,0,0
340,U_g368,0,0
341,U_g372,0,0
342,U_g379,0,0
343,U_g380,0,0
344,U_g381,0,0
345,U_g382,0,0
346,U_g383,0,0
347,U_g387,0,0
348,U_g394,0,0
349,U_g395,0,0
350,U_g396,0,0
351,U_g397,0,0
352,U_g324,0,0
353,U_g325,1,0
354,U_g331,0,0
355,U_g337,0,0
356,U_g545,1,0
357,U_g551,1,0
358,U_g550,0,0
359,U_g554,9,0
360,U_g557,7,0
361,U_g510,7,0
362,U_g513,3,0
363,U_g523,0,0
364,U_g524,0,0
365,U_g564,0,0
366,U_g569,0,0
367,U_g570,0,0
368,U_g571,0,0
369,U_g572,0,0
370,U_g573,0,0
371,U_g574,0,0
372,U_g565,0,0
373,U_g566,0,0
374,U_g567,0,0
375,U_g568,0,0
376,U_g489,0,0
377,U_g474,1,0
378,U_g481,1,0
379,U_g485,1,0
380,U_g486,8,0
381,U_g487,8,0
382,U_g488,8,0
383,U_g455,12,0
384,U_g458,12,0
385,U_g461,12,0
386,U_g477,13,0
387,U_g478,13,0
388,U_g479,13,0
389,U_g480,14,0
390,U_g484,14,0
391,U_g464,14,0
392,U_g465,13,0
393,U_g468,13,0
394,U_g471,13,0
395,U_g528,3,0
396,U_g535,0,0
397,U_g542,0,0
398,U_g543,3,0
399,U_g544,0,0
400,U_g548,9,0
401,U_g549,3,0
402,U_g499,0,0
403,U_g558,3,0
404,U_g559,0,0
405,U_g576,15,0
406,U_g577,15,0
407,U_g575,16,0
408,U_g579,16,0
409,U_g580,16,0
410,U_g578,16,0
411,U_g582,15,0
412,U_g583,15,0
413,U_g581,15,0
414,U_g585,16,0
415,U_g586,16,0
416,U_g584,16,0
417,U_g587,11,0
418,U_g590,11,0
419,U_g593,11,0
420,U_g596,11,0
421,U_g599,11,0
422,U_g602,11,0
423,U_g614,20,0
424,U_g617,20,0
425,U_g620,20,0
426,U_g605,21,0
427,U_g608,21,0
428,U_g611,21,0
429,U_g490,15,0
430,U_g493,15,0
431,U_g496,15,0
432,U_g506,0,0
433,U_g507,11,0
434,U_g508,6,0
435,U_g509,5,0
436,U_g514,5,0
437,U_g515,5,0
438,U_g516,9,0
439,U_g517,9,0
440,U_g518,9,0
441,U_g519,9,0
442,U_g520,9,0
443,U_g525,0,0
444,U_g529,1,0
445,U_g530,1,0
446,U_g531,1,0
447,U_g532,1,0
448,U_g533,1,0
449,U_g534,1,0
450,U_g536,1,0
451,U_g537,1,0
452,U_g538,16,0
453,U_g541,1,0
454,U_g623,1,0
455,U_g626,0,0
456,U_g629,1,0
457,U_g630,7,0
458,U_g659,6,0
459,U_g640,6,0
460,U_g633,7,0
461,U_g653,8,0
462,U_g646,9,0
463,U_g660,10,0
464,U_g672,11,0
465,U_g666,12,0
466,U_g679,13,0
467,U_g686,14,0
468,U_g692,15,0
469,U_g699,11,0
470,U_g700,11,0
471,U_g698,11,0
472,U_g702,9,0
473,U_g703,9,0
474,U_g701,9,0
475,U_g705,11,0
476,U_g706,11,0
477,U_g704,11,0
478,U_g708,8,0
479,U_g709,9,0
480,U_g707,9,0
481,U_g711,9,0
482,U_g712,11,0
483,U_g710,11,0
484,U_g714,8,0
485,U_g715,7,0
486,U_g713,7,0
487,U_g717,7,0
488,U_g718,7,0
489,U_g716,7,0
490,U_g720,8,0
491,U_g721,7,0
492,U_g719,7,0
493,U_g723,6,0
494,U_g724,7,0
495,U_g722,9,0
496,U_g726,7,0
497,U_g727,7,0
498,U_g725,9,0
499,U_g729,10,0
500,U_g730,10,0
501,U_g728,10,0
502,U_g732,9,0
503,U_g733,9,0
504,U_g731,9,0
505,U_g735,18,0
506,U_g736,18,0
507,U_g734,18,0
508,U_g738,12,0
509,U_g739,12,0
510,U_g737,12,0
511,U_g826,1,0
512,U_g823,0,0
513,U_g853,6,0
514,U_g818,11,0
515,U_g819,10,0
516,U_g817,10,0
517,U_g821,11,0
518,U_g822,11,0
519,U_g820,10,0
520,U_g830,11,0
521,U_g831,11,0
522,U_g829,10,0
523,U_g833,11,0
524,U_g834,11,0
525,U_g832,10,0
526,U_g836,11,0
527,U_g837,11,0
528,U_g835,10,0
529,U_g839,10,0
530,U_g840,10,0
531,U_g838,8,0
532,U_g842,10,0
533,U_g843,10,0
534,U_g841,8,0
535,U_g845,11,0
536,U_g846,10,0
537,U_g844,8,0
538,U_g848,11,0
539,U_g849,11,0
540,U_g847,11,0
541,U_g851,10,0
542,U_g852,10,0
543,U_g850,10,0
544,U_g857,10,0
545,U_g858,8,0
546,U_g856,8,0
547,U_g860,8,0
548,U_g861,8,0
549,U_g859,10,0
550,U_g863,10,0
551,U_g864,10,0
552,U_g862,10,0
553,U_g866,10,0
554,U_g867,11,0
555,U_g865,10,0
556,U_g873,32,0
557,U_g876,32,0
558,U_g879,32,0
559,U_g918,36,0
560,U_g921,36,0
561,U_g924,36,0
562,U_g882,35,0
563,U_g885,35,0
564,U_g888,35,0
565,U_g927,35,0
566,U_g930,35,0
567,U_g933,35,0
568,U_g891,34,0
569,U_g894,34,0
570,U_g897,34,0
571,U_g936,34,0
572,U_g939,34,0
573,U_g942,34,0
574,U_g900,34,0
575,U_g903,34,0
576,U_g906,34,0
577,U_g945,34,0
578,U_g948,34,0
579,U_g951,34,0
580,U_g909,36,0
581,U_g912,36,0
582,U_g915,36,0
583,U_g954,36,0
584,U_g957,36,0
585,U_g960,36,0
586,U_g780,10,0
587,U_g776,11,0
588,U_g771,12,0
589,U_g767,13,0
590,U_g762,14,0
591,U_g758,15,0
592,U_g753,16,0
593,U_g749,17,0
594,U_g744,18,0
595,U_g740,19,0
596,U_g868,5,0
597,U_g870,0,0
598,U_g869,0,0
599,U_g963,2,0
600,U_g1092,0,0
601,U_g1088,0,0
602,U_g996,0,0
603,U_g1041,24,0
604,U_g1030,24,0
605,U_g1033,24,0
606,U_g1056,24,0
607,U_g1045,24,0
608,U_g1048,24,0
609,U_g1071,24,0
610,U_g1060,23,0
611,U_g1063,23,0
612,U_g1085,23,0
613,U_g1075,23,0
614,U_g1078,23,0
615,U_g1095,24,0
616,U_g1098,24,0
617,U_g1101,24,0
618,U_g1104,24,0
619,U_g1107,24,0
620,U_g1110,24,0
621,U_g1114,20,0
622,U_g1115,20,0
623,U_g1113,20,0
624,U_g1116,19,0
625,U_g1119,19,0
626,U_g1122,19,0
627,U_g1125,19,0
628,U_g1128,19,0
629,U_g1131,19,0
630,U_g1135,18,0
631,U_g1136,18,0
632,U_g1134,18,0
633,U_g999,31,0
634,U_g1000,31,0
635,U_g1001,31,0
636,U_g1002,37,0
637,U_g1003,37,0
638,U_g1004,37,0
639,U_g1005,37,0
640,U_g1006,37,0
641,U_g1007,37,0
642,U_g1009,28,0
643,U_g1010,28,0
644,U_g1008,28,0
645,U_g1090,21,0
646,U_g1091,21,0
647,U_g1089,21,0
648,U_g1137,2,0
649,U_g1138,0,0
650,U_g1139,2,0
651,U_g1140,0,0
652,U_g1141,2,0
653,U_g966,0,0
654,U_g967,2,0
655,U_g968,0,0
656,U_g969,2,0
657,U_g970,0,0
658,U_g971,2,0
659,U_g972,0,0
660,U_g973,2,0
661,U_g974,0,0
662,U_g975,2,0
663,U_g976,0,0
664,U_g977,0,0
665,U_g978,0,0
666,U_g986,9,0
667,U_g992,15,0
668,U_g995,14,0
669,U_g984,14,0
670,U_g983,14,0
671,U_g982,14,0
672,U_g981,14,0
673,U_g991,7,0
674,U_g990,7,0
675,U_g989,7,0
676,U_g988,7,0
677,U_g987,20,0
678,U_g985,22,0
679,U_g1029,0,0
680,U_g1036,0,0
681,U_g1037,0,0
682,U_g1038,0,0
683,U_g1039,0,0
684,U_g1040,0,0
685,U_g1044,0,0
686,U_g1051,0,0
687,U_g1052,0,0
688,U_g1053,0,0
689,U_g1054,0,0
690,U_g1055,0,0
691,U_g1059,0,0
692,U_g1066,0,0
693,U_g1067,0,0
694,U_g1068,0,0
695,U_g1069,0,0
696,U_g1070,0,0
697,U_g1074,0,0
698,U_g1081,0,0
699,U_g1082,0,0
700,U_g1083,0,0
701,U_g1084,0,0
702,U_g1011,0,0
703,U_g1012,2,0
704,U_g1018,0,0
705,U_g1024,0,0
706,U_g1231,2,0
707,U_g1237,0,0
708,U_g1236,0,0
709,U_g1240,11,0
710,U_g1243,8,0
711,U_g1196,8,0
712,U_g1199,2,0
713,U_g1209,0,0
714,U_g1210,0,0
715,U_g1250,0,0
716,U_g1255,0,0
717,U_g1256,0,0
718,U_g1257,0,0
719,U_g1258,0,0
720,U_g1259,0,0
721,U_g1260,0,0
722,U_g1251,0,0
723,U_g1252,0,0
724,U_g1253,0,0
725,U_g1254,0,0
726,U_g1176,0,0
727,U_g1161,2,0
728,U_g1168,1,0
729,U_g1172,1,0
730,U_g1173,12,0
731,U_g1174,12,0
732,U_g1175,12,0
733,U_g1142,19,0
734,U_g1145,19,0
735,U_g1148,19,0
736,U_g1164,13,0
737,U_g1165,13,0
738,U_g1166,13,0
739,U_g1167,13,0
740,U_g1171,13,0
741,U_g1151,13,0
742,U_g1152,19,0
743,U_g1155,19,0
744,U_g1158,19,0
745,U_g1214,2,0
746,U_g1221,0,0
747,U_g1228,0,0
748,U_g1229,7,0
749,U_g1230,0,0
750,U_g1234,13,0
751,U_g1235,7,0
752,U_g1186,0,0
753,U_g1244,7,0
754,U_g1245,0,0
755,U_g1262,16,0
756,U_g1263,16,0
757,U_g1261,16,0
758,U_g1265,17,0
759,U_g1266,17,0
760,U_g1264,17,0
761,U_g1268,17,0
762,U_g1269,16,0
763,U_g1267,17,0
764,U_g1271,17,0
765,U_g1272,17,0
766,U_g1270,17,0
767,U_g1273,12,0
768,U_g1276,12,0
769,U_g1279,12,0
770,U_g1282,12,0
771,U_g1285,12,0
772,U_g1288,12,0
773,U_g1300,22,0
774,U_g1303,22,0
775,U_g1306,22,0
776,U_g1291,23,0
777,U_g1294,23,0
778,U_g1297,23,0
779,U_g1177,15,0
780,U_g1180,15,0
781,U_g1183,15,0
782,U_g1192,0,0
783,U_g1193,12,0
784,U_g1194,7,0
785,U_g1195,7,0
786,U_g1200,7,0
787,U_g1201,7,0
788,U_g1202,13,0
789,U_g1203,13,0
790,U_g1204,13,0
791,U_g1205,13,0
792,U_g1206,13,0
793,U_g1211,0,0
794,U_g1215,1,0
795,U_g1216,1,0
796,U_g1217,1,0
797,U_g1218,1,0
798,U_g1219,1,0
799,U_g1220,1,0
800,U_g1222,1,0
801,U_g1223,1,0
802,U_g1224,15,0
803,U_g1227,1,0
804,U_g1309,2,0
805,U_g1312,3,0
806,U_g1315,0,0
807,U_g1316,4,0
808,U_g1345,6,0
809,U_g1326,7,0
810,U_g1319,8,0
811,U_g1339,9,0
812,U_g1332,10,0
813,U_g1346,11,0
814,U_g1358,12,0
815,U_g1352,13,0
816,U_g1365,14,0
817,U_g1372,15,0
818,U_g1378,16,0
819,U_g1385,7,0
820,U_g1386,6,0
821,U_g1384,6,0
822,U_g1388,7,0
823,U_g1389,7,0
824,U_g1387,8,0
825,U_g1391,8,0
826,U_g1392,7,0
827,U_g1390,9,0
828,U_g1394,8,0
829,U_g1395,8,0
830,U_g1393,8,0
831,U_g1397,8,0
832,U_g1398,8,0
833,U_g1396,9,0
834,U_g1400,8,0
835,U_g1401,8,0
836,U_g1399,8,0
837,U_g1403,8,0
838,U_g1404,8,0
839,U_g1402,9,0
840,U_g1406,8,0
841,U_g1407,8,0
842,U_g1405,8,0
843,U_g1409,8,0
844,U_g1410,8,0
845,U_g1408,9,0
846,U_g1412,8,0
847,U_g1413,8,0
848,U_g1411,9,0
849,U_g1415,9,0
850,U_g1416,9,0
851,U_g1414,9,0
852,U_g1418,10,0
853,U_g1419,10,0
854,U_g1417,10,0
855,U_g1421,18,0
856,U_g1422,18,0
857,U_g1420,18,0
858,U_g1424,8,0
859,U_g1425,8,0
860,U_g1423,8,0
861,U_g1520,2,0
862,U_g1517,13,0
863,U_g1547,1,0
864,U_g1512,8,0
865,U_g1513,10,0
866,U_g1511,15,0
867,U_g1515,8,0
868,U_g1516,10,0
869,U_g1514,16,0
870,U_g1524,10,0
871,U_g1525,12,0
872,U_g1523,16,0
873,U_g1527,10,0
874,U_g1528,11,0
875,U_g1526,16,0
876,U_g1530,11,0
877,U_g1531,11,0
878,U_g1529,17,0
879,U_g1533,10,0
880,U_g1534,12,0
881,U_g1532,17,0
882,U_g1536,10,0
883,U_g1537,11,0
884,U_g1535,17,0
885,U_g1539,11,0
886,U_g1540,11,0
887,U_g1538,17,0
888,U_g1542,17,0
889,U_g1543,17,0
890,U_g1541,17,0
891,U_g1545,17,0
892,U_g1546,17,0
893,U_g1544,17,0
894,U_g1551,14,0
895,U_g1552,14,0
896,U_g1550,15,0
897,U_g1554,15,0
898,U_g1555,15,0
899,U_g1553,15,0
900,U_g1557,14,0
901,U_g1558,14,0
902,U_g1556,15,0
903,U_g1560,15,0
904,U_g1561,15,0
905,U_g1559,16,0
906,U_g1567,38,0
907,U_g1570,38,0
908,U_g1573,38,0
909,U_g1612,40,0
910,U_g1615,40,0
911,U_g1618,40,0
912,U_g1576,40,0
913,U_g1579,40,0
914,U_g1582,40,0
915,U_g1621,40,0
916,U_g1624,40,0
917,U_g1627,40,0
918,U_g1585,36,0
919,U_g1588,36,0
920,U_g1591,36,0
921,U_g1630,38,0
922,U_g1633,38,0
923,U_g1636,38,0
924,U_g1594,38,0
925,U_g1597,38,0
926,U_g1600,38,0
927,U_g1639,38,0
928,U_g1642,38,0
929,U_g1645,38,0
930,U_g1603,40,0
931,U_g1606,40,0
932,U_g1609,40,0
933,U_g1648,40,0
934,U_g1651,40,0
935,U_g1654,40,0
936,U_g1466,15,0
937,U_g1462,16,0
938,U_g1457,17,0
939,U_g1453,18,0
940,U_g1448,19,0
941,U_g1444,20,0
942,U_g1439,21,0
943,U_g1435,22,0
944,U_g1430,23,0
945,U_g1426,24,0
946,U_g1562,10,0
947,U_g1564,0,0
948,U_g1563,0,0
949,U_g1657,2,0
950,U_g1786,4,0
951,U_g1782,0,0
952,U_g1690,0,0
953,U_g1735,17,0
954,U_g1724,17,0
955,U_g1727,17,0
956,U_g1750,17,0
957,U_g1739,17,0
958,U_g1742,17,0
959,U_g1765,17,0
960,U_g1754,17,0
961,U_g1757,16,0
962,U_g1779,16,0
963,U_g1769,16,0
964,U_g1772,16,0
965,U_g1789,30,0
966,U_g1792,30,0
967,U_g1795,30,0
968,U_g1798,30,0
969,U_g1801,30,0
970,U_g1804,30,0
971,U_g1808,26,0
972,U_g1809,26,0
973,U_g1807,26,0
974,U_g1810,25,0
975,U_g1813,25,0
976,U_g1816,25,0
977,U_g1819,25,0
978,U_g1822,25,0
979,U_g1825,25,0
980,U_g1829,24,0
981,U_g1830,24,0
982,U_g1828,24,0
983,U_g1693,35,0
984,U_g1694,35,0
985,U_g1695,35,0
986,U_g1696,41,0
987,U_g1697,41,0
988,U_g1698,41,0
989,U_g1699,41,0
990,U_g1700,41,0
991,U_g1701,41,0
992,U_g1703,32,0
993,U_g1704,32,0
994,U_g1702,32,0
995,U_g1784,27,0
996,U_g1785,27,0
997,U_g1783,27,0
998,U_g1831,1,0
999,U_g1832,0,0
1000,U_g1833,1,0
1001,U_g1834,0,0
1002,U_g1835,1,0
1003,U_g1660,0,0
1004,U_g1661,1,0
1005,U_g1662,0,0
1006,U_g1663,1,0
1007,U_g1664,0,0
1008,U_g1665,1,0
1009,U_g1666,0,0
1010,U_g1667,1,0
1011,U_g1668,0,0
1012,U_g1669,1,0
1013,U_g1670,0,0
1014,U_g1671,2,0
1015,U_g1672,0,0
1016,U_g1680,10,0
1017,U_g1686,19,0
1018,U_g1689,18,0
1019,U_g1678,18,0
1020,U_g1677,18,0
1021,U_g1676,18,0
1022,U_g1675,18,0
1023,U_g1685,8,0
1024,U_g1684,8,0
1025,U_g1683,8,0
1026,U_g1682,7,0
1027,U_g1681,12,0
1028,U_g1679,26,0
1029,U_g1723,0,0
1030,U_g1730,0,0
1031,U_g1731,0,0
1032,U_g1732,0,0
1033,U_g1733,0,0
1034,U_g1734,0,0
1035,U_g1738,0,0
1036,U_g1745,0,0
1037,U_g1746,0,0
1038,U_g1747,0,0
1039,U_g1748,0,0
1040,U_g1749,0,0
1041,U_g1753,0,0
1042,U_g1760,0,0
1043,U_g1761,0,0
1044,U_g1762,0,0
1045,U_g1763,0,0
1046,U_g1764,0,0
1047,U_g1768,0,0
1048,U_g1775,0,0
1049,U_g1776,0,0
1050,U_g1777,0,0
1051,U_g1778,0,0
1052,U_g1705,0,0
1053,U_g1706,2,0
1054,U_g1712,0,0
1055,U_g1718,0,0
1056,U_g1925,1,0
1057,U_g1931,2,0
1058,U_g1930,5,0
1059,U_g1934,7,0
1060,U_g1937,5,0
1061,U_g1890,5,0
1062,U_g1893,7,0
1063,U_g1903,0,0
1064,U_g1904,0,0
1065,U_g1944,0,0
1066,U_g1949,0,0
1067,U_g1950,0,0
1068,U_g1951,0,0
1069,U_g1952,0,0
1070,U_g1953,0,0
1071,U_g1954,0,0
1072,U_g1945,0,0
1073,U_g1946,0,0
1074,U_g1947,0,0
1075,U_g1948,0,0
1076,U_g1870,0,0
1077,U_g1855,2,0
1078,U_g1862,1,0
1079,U_g1866,1,0
1080,U_g1867,12,0
1081,U_g1868,12,0
1082,U_g1869,12,0
1083,U_g1836,11,0
1084,U_g1839,11,0
1085,U_g1842,11,0
1086,U_g1858,11,0
1087,U_g1859,11,0
1088,U_g1860,11,0
1089,U_g1861,12,0
1090,U_g1865,12,0
1091,U_g1845,12,0
1092,U_g1846,12,0
1093,U_g1849,12,0
1094,U_g1852,12,0
1095,U_g1908,7,0
1096,U_g1915,0,0
1097,U_g1922,0,0
1098,U_g1923,7,0
1099,U_g1924,0,0
1100,U_g1928,17,0
1101,U_g1929,7,0
1102,U_g1880,0,0
1103,U_g1938,7,0
1104,U_g1939,0,0
1105,U_g1956,15,0
1106,U_g1957,15,0
1107,U_g1955,15,0
1108,U_g1959,15,0
1109,U_g1960,15,0
1110,U_g1958,15,0
1111,U_g1962,15,0
1112,U_g1963,15,0
1113,U_g1961,15,0
1114,U_g1965,15,0
1115,U_g1966,15,0
1116,U_g1964,15,0
1117,U_g1967,13,0
1118,U_g1970,13,0
1119,U_g1973,13,0
1120,U_g1976,13,0
1121,U_g1979,13,0
1122,U_g1982,13,0
1123,U_g1994,22,0
1124,U_g1997,22,0
1125,U_g2000,22,0
1126,U_g1985,23,0
1127,U_g1988,23,0
1128,U_g1991,23,0
1129,U_g1871,15,0
1130,U_g1874,15,0
1131,U_g1877,15,0
1132,U_g1886,0,0
1133,U_g1887,10,0
1134,U_g1888,7,0
1135,U_g1889,7,0
1136,U_g1894,7,0
1137,U_g1895,6,0
1138,U_g1896,17,0
1139,U_g1897,17,0
1140,U_g1898,17,0
1141,U_g1899,17,0
1142,U_g1900,17,0
1143,U_g1905,0,0
1144,U_g1909,1,0
1145,U_g1910,1,0
1146,U_g1911,1,0
1147,U_g1912,1,0
1148,U_g1913,1,0
1149,U_g1914,1,0
1150,U_g1916,1,0
1151,U_g1917,1,0
1152,U_g1918,16,0
1153,U_g1921,1,0
1154,U_g2003,1,0
1155,U_g2006,1,0
1156,U_g2009,0,0
1157,U_g2010,7,0
1158,U_g2039,7,0
1159,U_g2020,9,0
1160,U_g2013,10,0
1161,U_g2033,11,0
1162,U_g2026,12,0
1163,U_g2040,13,0
1164,U_g2052,14,0
1165,U_g2046,15,0
1166,U_g2059,16,0
1167,U_g2066,17,0
1168,U_g2072,18,0
1169,U_g2079,8,0
1170,U_g2080,8,0
1171,U_g2078,7,0
1172,U_g2082,8,0
1173,U_g2083,8,0
1174,U_g2081,8,0
1175,U_g2085,9,0
1176,U_g2086,8,0
1177,U_g2084,8,0
1178,U_g2088,8,0
1179,U_g2089,8,0
1180,U_g2087,7,0
1181,U_g2091,9,0
1182,U_g2092,9,0
1183,U_g2090,7,0
1184,U_g2094,9,0
1185,U_g2095,8,0
1186,U_g2093,8,0
