ff_index,ff_name,timing_score,is_non_scan
85,U_WX751,46,0
86,U_WX753,34,0
87,U_WX755,43,0
88,U_WX757,49,0
89,U_WX759,34,0
90,U_WX761,43,0
91,U_WX763,14,0
92,U_WX765,46,0
93,U_WX767,44,0
94,U_WX769,43,0
95,U_WX771,49,0
96,U_WX773,49,0
97,U_WX775,52,0
98,U_WX777,52,0
99,U_WX779,54,0
100,U_WX781,54,0
101,U_WX783,52,0
102,U_WX785,49,0
103,U_WX787,49,0
104,U_WX789,49,0
105,U_WX791,36,0
106,U_WX793,23,0
107,U_WX795,21,0
108,U_WX797,36,0
109,U_WX799,36,0
110,U_WX801,27,0
111,U_WX803,40,0
112,U_WX805,49,0
113,U_WX807,16,0
114,U_WX809,43,0
115,U_WX811,48,0
116,U_WX813,43,0
117,U_WX815,49,0
118,U_WX817,33,0
119,U_WX819,14,0
120,U_WX821,49,0
121,U_WX823,49,0
122,U_WX825,14,0
123,U_WX827,14,0
124,U_WX829,48,0
125,U_WX831,38,0
126,U_WX833,43,0
127,U_WX835,49,0
128,U_WX837,14,0
129,U_WX839,49,0
130,U_WX841,54,0
131,U_WX843,54,0
132,U_WX845,54,0
133,U_WX847,34,0
134,U_WX849,52,0
135,U_WX851,56,0
136,U_WX853,34,0
137,U_WX855,36,0
138,U_WX857,23,0
139,U_WX859,21,0
140,U_WX861,15,0
141,U_WX863,27,0
142,U_WX865,27,0
143,U_WX867,40,0
144,U_WX869,40,0
145,U_WX871,16,0
146,U_WX873,43,0
147,U_WX875,44,0
148,U_WX877,15,0
149,U_WX879,49,0
150,U_WX881,33,0
151,U_WX883,28,0
152,U_WX885,34,0
153,U_WX887,34,0
154,U_WX889,14,0
155,U_WX891,47,0
156,U_WX893,47,0
157,U_WX895,38,0
158,U_WX897,44,0
159,U_WX899,14,0
160,U_CRC_OUT_9_0,46,0
161,U_CRC_OUT_9_1,48,0
162,U_CRC_OUT_9_2,48,0
163,U_CRC_OUT_9_3,48,0
164,U_CRC_OUT_9_4,51,0
165,U_CRC_OUT_9_5,52,0
166,U_CRC_OUT_9_6,52,0
167,U_CRC_OUT_9_7,52,0
168,U_CRC_OUT_9_8,52,0
169,U_CRC_OUT_9_9,51,0
170,U_CRC_OUT_9_10,51,0
171,U_CRC_OUT_9_11,51,0
172,U_CRC_OUT_9_12,48,0
173,U_CRC_OUT_9_13,43,0
174,U_CRC_OUT_9_14,27,0
175,U_CRC_OUT_9_15,37,0
176,U_CRC_OUT_9_16,37,0
177,U_CRC_OUT_9_17,27,0
178,U_CRC_OUT_9_18,27,0
179,U_CRC_OUT_9_19,24,0
180,U_CRC_OUT_9_20,23,0
181,U_CRC_OUT_9_21,23,0
182,U_CRC_OUT_9_22,44,0
183,U_CRC_OUT_9_23,56,0
184,U_CRC_OUT_9_24,56,0
185,U_CRC_OUT_9_25,56,0
186,U_CRC_OUT_9_26,56,0
187,U_CRC_OUT_9_27,54,0
188,U_CRC_OUT_9_28,54,0
189,U_CRC_OUT_9_29,49,0
190,U_CRC_OUT_9_30,49,0
191,U_CRC_OUT_9_31,47,0
192,U_WX1778,27,0
193,U_WX1780,27,0
194,U_WX1782,29,0
195,U_WX1784,29,0
196,U_WX1786,29,0
197,U_WX1788,15,0
198,U_WX1790,14,0
199,U_WX1792,20,0
200,U_WX1794,19,0
201,U_WX1796,42,0
202,U_WX1798,42,0
203,U_WX1800,22,0
204,U_WX1802,22,0
205,U_WX1804,40,0
206,U_WX1806,40,0
207,U_WX1808,40,0
208,U_WX1810,31,0
209,U_WX1812,42,0
210,U_WX1814,38,0
211,U_WX1816,38,0
212,U_WX1818,41,0
213,U_WX1820,41,0
214,U_WX1822,35,0
215,U_WX1824,41,0
216,U_WX1826,43,0
217,U_WX1828,43,0
218,U_WX1830,43,0
219,U_WX1832,49,0
220,U_WX1834,49,0
221,U_WX1836,49,0
222,U_WX1838,49,0
223,U_WX1840,49,0
224,U_WX1938,55,0
225,U_WX1940,57,0
226,U_WX1942,57,0
227,U_WX1944,59,0
228,U_WX1946,66,0
229,U_WX1948,78,0
230,U_WX1950,79,0
231,U_WX1952,77,0
232,U_WX1954,77,0
233,U_WX1956,76,0
234,U_WX1958,75,0
235,U_WX1960,75,0
236,U_WX1962,75,0
237,U_WX1964,75,0
238,U_WX1966,75,0
239,U_WX1968,77,0
240,U_WX1970,86,0
241,U_WX1972,84,0
242,U_WX1974,84,0
243,U_WX1976,84,0
244,U_WX1978,77,0
245,U_WX1980,77,0
246,U_WX1982,77,0
247,U_WX1984,77,0
248,U_WX1986,77,0
249,U_WX1988,78,0
250,U_WX1990,73,0
251,U_WX1992,73,0
252,U_WX1994,86,0
253,U_WX1996,63,0
254,U_WX1998,59,0
255,U_WX2000,67,0
256,U_WX2002,37,0
257,U_WX2004,23,0
258,U_WX2006,27,0
259,U_WX2008,28,0
260,U_WX2010,29,0
261,U_WX2012,41,0
262,U_WX2014,41,0
263,U_WX2016,41,0
264,U_WX2018,39,0
265,U_WX2020,5,0
266,U_WX2022,25,0
267,U_WX2024,25,0
268,U_WX2026,13,0
269,U_WX2028,39,0
270,U_WX2030,40,0
271,U_WX2032,23,0
272,U_WX2034,32,0
273,U_WX2036,22,0
274,U_WX2038,36,0
275,U_WX2040,41,0
276,U_WX2042,38,0
277,U_WX2044,33,0
278,U_WX2046,36,0
279,U_WX2048,36,0
280,U_WX2050,40,0
281,U_WX2052,40,0
282,U_WX2054,40,0
283,U_WX2056,35,0
284,U_WX2058,43,0
285,U_WX2060,43,0
286,U_WX2062,43,0
287,U_WX2064,38,0
288,U_WX2066,37,0
289,U_WX2068,27,0
290,U_WX2070,27,0
291,U_WX2072,29,0
292,U_WX2074,14,0
293,U_WX2076,15,0
294,U_WX2078,13,0
295,U_WX2080,41,0
296,U_WX2082,19,0
297,U_WX2084,22,0
298,U_WX2086,25,0
299,U_WX2088,24,0
300,U_WX2090,24,0
301,U_WX2092,39,0
302,U_WX2094,13,0
303,U_WX2096,33,0
304,U_WX2098,39,0
305,U_WX2100,22,0
306,U_WX2102,36,0
307,U_WX2104,36,0
308,U_WX2106,22,0
309,U_WX2108,33,0
310,U_WX2110,33,0
311,U_WX2112,33,0
312,U_WX2114,35,0
313,U_WX2116,35,0
314,U_WX2118,40,0
315,U_WX2120,35,0
316,U_WX2122,43,0
317,U_WX2124,43,0
318,U_WX2126,43,0
319,U_WX2128,37,0
320,U_WX2130,38,0
321,U_WX2132,16,0
322,U_WX2134,22,0
323,U_WX2136,15,0
324,U_WX2138,15,0
325,U_WX2140,16,0
326,U_WX2142,20,0
327,U_WX2144,19,0
328,U_WX2146,22,0
329,U_WX2148,5,0
330,U_WX2150,25,0
331,U_WX2152,22,0
332,U_WX2154,5,0
333,U_WX2156,24,0
334,U_WX2158,24,0
335,U_WX2160,31,0
336,U_WX2162,22,0
337,U_WX2164,31,0
338,U_WX2166,33,0
339,U_WX2168,36,0
340,U_WX2170,23,0
341,U_WX2172,36,0
342,U_WX2174,36,0
343,U_WX2176,22,0
344,U_WX2178,22,0
345,U_WX2180,39,0
346,U_WX2182,41,0
347,U_WX2184,35,0
348,U_WX2186,40,0
349,U_WX2188,43,0
350,U_WX2190,43,0
351,U_WX2192,38,0
352,U_CRC_OUT_8_0,22,0
353,U_CRC_OUT_8_1,16,0
354,U_CRC_OUT_8_2,21,0
355,U_CRC_OUT_8_3,42,0
356,U_CRC_OUT_8_4,42,0
357,U_CRC_OUT_8_5,42,0
358,U_CRC_OUT_8_6,42,0
359,U_CRC_OUT_8_7,25,0
360,U_CRC_OUT_8_8,36,0
361,U_CRC_OUT_8_9,25,0
362,U_CRC_OUT_8_10,25,0
363,U_CRC_OUT_8_11,37,0
364,U_CRC_OUT_8_12,38,0
365,U_CRC_OUT_8_13,25,0
366,U_CRC_OUT_8_14,38,0
367,U_CRC_OUT_8_15,37,0
368,U_CRC_OUT_8_16,37,0
369,U_CRC_OUT_8_17,38,0
370,U_CRC_OUT_8_18,37,0
371,U_CRC_OUT_8_19,37,0
372,U_CRC_OUT_8_20,38,0
373,U_CRC_OUT_8_21,38,0
374,U_CRC_OUT_8_22,37,0
375,U_CRC_OUT_8_23,25,0
376,U_CRC_OUT_8_24,42,0
377,U_CRC_OUT_8_25,42,0
378,U_CRC_OUT_8_26,42,0
379,U_CRC_OUT_8_27,42,0
380,U_CRC_OUT_8_28,42,0
381,U_CRC_OUT_8_29,21,0
382,U_CRC_OUT_8_30,42,0
383,U_CRC_OUT_8_31,42,0
384,U_WX3071,3,0
385,U_WX3073,20,0
386,U_WX3075,20,0
387,U_WX3077,20,0
388,U_WX3079,38,0
389,U_WX3081,39,0
390,U_WX3083,40,0
391,U_WX3085,42,0
392,U_WX3087,42,0
393,U_WX3089,48,0
394,U_WX3091,26,0
395,U_WX3093,29,0
396,U_WX3095,26,0
397,U_WX3097,26,0
398,U_WX3099,31,0
399,U_WX3101,5,0
400,U_WX3103,45,0
401,U_WX3105,45,0
402,U_WX3107,32,0
403,U_WX3109,32,0
404,U_WX3111,53,0
405,U_WX3113,48,0
406,U_WX3115,53,0
407,U_WX3117,53,0
408,U_WX3119,53,0
409,U_WX3121,53,0
410,U_WX3123,25,0
411,U_WX3125,25,0
412,U_WX3127,20,0
413,U_WX3129,3,0
414,U_WX3131,4,0
415,U_WX3133,27,0
416,U_WX3231,61,0
417,U_WX3233,76,0
418,U_WX3235,74,0
419,U_WX3237,74,0
420,U_WX3239,74,0
421,U_WX3241,74,0
422,U_WX3243,79,0
423,U_WX3245,77,0
424,U_WX3247,74,0
425,U_WX3249,74,0
426,U_WX3251,74,0
427,U_WX3253,74,0
428,U_WX3255,73,0
429,U_WX3257,72,0
430,U_WX3259,72,0
431,U_WX3261,72,0
432,U_WX3263,86,0
433,U_WX3265,84,0
434,U_WX3267,84,0
435,U_WX3269,84,0
436,U_WX3271,85,0
437,U_WX3273,78,0
438,U_WX3275,85,0
439,U_WX3277,87,0
440,U_WX3279,88,0
441,U_WX3281,90,0
442,U_WX3283,90,0
443,U_WX3285,73,0
444,U_WX3287,87,0
445,U_WX3289,74,0
446,U_WX3291,75,0
447,U_WX3293,76,0
448,U_WX3295,6,0
449,U_WX3297,26,0
450,U_WX3299,38,0
451,U_WX3301,41,0
452,U_WX3303,45,0
453,U_WX3305,45,0
454,U_WX3307,40,0
455,U_WX3309,42,0
456,U_WX3311,26,0
457,U_WX3313,29,0
458,U_WX3315,30,0
459,U_WX3317,39,0
460,U_WX3319,47,0
461,U_WX3321,47,0
462,U_WX3323,39,0
463,U_WX3325,26,0
464,U_WX3327,49,0
465,U_WX3329,49,0
466,U_WX3331,49,0
467,U_WX3333,27,0
468,U_WX3335,32,0
469,U_WX3337,27,0
470,U_WX3339,39,0
471,U_WX3341,32,0
472,U_WX3343,39,0
473,U_WX3345,45,0
474,U_WX3347,31,0
475,U_WX3349,31,0
476,U_WX3351,46,0
477,U_WX3353,38,0
478,U_WX3355,25,0
479,U_WX3357,27,0
480,U_WX3359,26,0
481,U_WX3361,25,0
482,U_WX3363,45,0
483,U_WX3365,45,0
484,U_WX3367,45,0
485,U_WX3369,41,0
486,U_WX3371,46,0
487,U_WX3373,46,0
488,U_WX3375,47,0
489,U_WX3377,29,0
490,U_WX3379,30,0
491,U_WX3381,39,0
492,U_WX3383,48,0
493,U_WX3385,48,0
494,U_WX3387,47,0
495,U_WX3389,42,0
496,U_WX3391,39,0
497,U_WX3393,49,0
498,U_WX3395,49,0
499,U_WX3397,27,0
500,U_WX3399,32,0
501,U_WX3401,27,0
502,U_WX3403,39,0
503,U_WX3405,39,0
504,U_WX3407,5,0
505,U_WX3409,43,0
506,U_WX3411,36,0
507,U_WX3413,40,0
508,U_WX3415,41,0
509,U_WX3417,45,0
510,U_WX3419,38,0
511,U_WX3421,26,0
512,U_WX3423,29,0
513,U_WX3425,38,0
514,U_WX3427,45,0
515,U_WX3429,41,0
516,U_WX3431,41,0
517,U_WX3433,41,0
518,U_WX3435,46,0
519,U_WX3437,47,0
520,U_WX3439,47,0
521,U_WX3441,29,0
522,U_WX3443,30,0
523,U_WX3445,47,0
524,U_WX3447,48,0
525,U_WX3449,48,0
526,U_WX3451,47,0
527,U_WX3453,49,0
528,U_WX3455,47,0
529,U_WX3457,49,0
530,U_WX3459,49,0
531,U_WX3461,49,0
532,U_WX3463,32,0
533,U_WX3465,49,0
534,U_WX3467,39,0
535,U_WX3469,39,0
536,U_WX3471,27,0
537,U_WX3473,27,0
538,U_WX3475,45,0
539,U_WX3477,31,0
540,U_WX3479,44,0
541,U_WX3481,45,0
542,U_WX3483,41,0
543,U_WX3485,26,0
544,U_CRC_OUT_7_0,40,0
545,U_CRC_OUT_7_1,44,0
546,U_CRC_OUT_7_2,44,0
547,U_CRC_OUT_7_3,46,0
548,U_CRC_OUT_7_4,46,0
549,U_CRC_OUT_7_5,45,0
550,U_CRC_OUT_7_6,31,0
551,U_CRC_OUT_7_7,25,0
552,U_CRC_OUT_7_8,25,0
553,U_CRC_OUT_7_9,25,0
554,U_CRC_OUT_7_10,31,0
555,U_CRC_OUT_7_11,39,0
556,U_CRC_OUT_7_12,31,0
557,U_CRC_OUT_7_13,31,0
558,U_CRC_OUT_7_14,49,0
559,U_CRC_OUT_7_15,49,0
560,U_CRC_OUT_7_16,49,0
561,U_CRC_OUT_7_17,47,0
562,U_CRC_OUT_7_18,47,0
563,U_CRC_OUT_7_19,48,0
564,U_CRC_OUT_7_20,48,0
565,U_CRC_OUT_7_21,30,0
566,U_CRC_OUT_7_22,29,0
567,U_CRC_OUT_7_23,47,0
568,U_CRC_OUT_7_24,47,0
569,U_CRC_OUT_7_25,46,0
570,U_CRC_OUT_7_26,44,0
571,U_CRC_OUT_7_27,44,0
572,U_CRC_OUT_7_28,44,0
573,U_CRC_OUT_7_29,44,0
574,U_CRC_OUT_7_30,44,0
575,U_CRC_OUT_7_31,41,0
576,U_WX4364,41,0
577,U_WX4366,29,0
578,U_WX4368,29,0
579,U_WX4370,29,0
580,U_WX4372,48,0
581,U_WX4374,48,0
582,U_WX4376,48,0
583,U_WX4378,48,0
584,U_WX4380,32,0
585,U_WX4382,39,0
586,U_WX4384,39,0
587,U_WX4386,26,0
588,U_WX4388,41,0
589,U_WX4390,36,0
590,U_WX4392,49,0
591,U_WX4394,36,0
592,U_WX4396,44,0
593,U_WX4398,37,0
594,U_WX4400,37,0
595,U_WX4402,30,0
596,U_WX4404,43,0
597,U_WX4406,52,0
598,U_WX4408,43,0
599,U_WX4410,48,0
600,U_WX4412,56,0
601,U_WX4414,46,0
602,U_WX4416,29,0
603,U_WX4418,29,0
604,U_WX4420,29,0
605,U_WX4422,41,0
606,U_WX4424,41,0
607,U_WX4426,41,0
608,U_WX4524,73,0
609,U_WX4526,71,0
610,U_WX4528,69,0
611,U_WX4530,69,0
612,U_WX4532,64,0
613,U_WX4534,75,0
614,U_WX4536,78,0
615,U_WX4538,79,0
616,U_WX4540,77,0
617,U_WX4542,74,0
618,U_WX4544,77,0
619,U_WX4546,77,0
620,U_WX4548,75,0
621,U_WX4550,75,0
622,U_WX4552,82,0
623,U_WX4554,71,0
624,U_WX4556,81,0
625,U_WX4558,80,0
626,U_WX4560,82,0
627,U_WX4562,80,0
628,U_WX4564,85,0
629,U_WX4566,80,0
630,U_WX4568,85,0
631,U_WX4570,87,0
632,U_WX4572,88,0
633,U_WX4574,90,0
634,U_WX4576,90,0
635,U_WX4578,69,0
636,U_WX4580,87,0
637,U_WX4582,70,0
638,U_WX4584,71,0
639,U_WX4586,71,0
640,U_WX4588,29,0
641,U_WX4590,44,0
642,U_WX4592,35,0
643,U_WX4594,46,0
644,U_WX4596,56,0
645,U_WX4598,46,0
646,U_WX4600,35,0
647,U_WX4602,35,0
648,U_WX4604,36,0
649,U_WX4606,30,0
650,U_WX4608,41,0
651,U_WX4610,25,0
652,U_WX4612,50,0
653,U_WX4614,49,0
654,U_WX4616,48,0
655,U_WX4618,43,0
656,U_WX4620,48,0
657,U_WX4622,43,0
658,U_WX4624,28,0
659,U_WX4626,28,0
660,U_WX4628,43,0
661,U_WX4630,27,0
662,U_WX4632,52,0
663,U_WX4634,48,0
664,U_WX4636,19,0
665,U_WX4638,19,0
666,U_WX4640,33,0
667,U_WX4642,36,0
668,U_WX4644,56,0
669,U_WX4646,44,0
670,U_WX4648,36,0
671,U_WX4650,29,0
672,U_WX4652,24,0
673,U_WX4654,44,0
674,U_WX4656,35,0
675,U_WX4658,46,0
676,U_WX4660,35,0
677,U_WX4662,35,0
678,U_WX4664,35,0
679,U_WX4666,36,0
680,U_WX4668,37,0
681,U_WX4670,30,0
682,U_WX4672,41,0
683,U_WX4674,25,0
684,U_WX4676,31,0
685,U_WX4678,49,0
686,U_WX4680,49,0
687,U_WX4682,43,0
688,U_WX4684,51,0
689,U_WX4686,44,0
690,U_WX4688,44,0
691,U_WX4690,27,0
692,U_WX4692,47,0
693,U_WX4694,19,0
694,U_WX4696,52,0
695,U_WX4698,48,0
696,U_WX4700,29,0
697,U_WX4702,33,0
698,U_WX4704,56,0
699,U_WX4706,36,0
700,U_WX4708,56,0
701,U_WX4710,35,0
702,U_WX4712,44,0
703,U_WX4714,36,0
704,U_WX4716,36,0
705,U_WX4718,56,0
706,U_WX4720,56,0
707,U_WX4722,30,0
708,U_WX4724,35,0
709,U_WX4726,37,0
710,U_WX4728,37,0
711,U_WX4730,37,0
712,U_WX4732,36,0
713,U_WX4734,36,0
714,U_WX4736,36,0
715,U_WX4738,25,0
716,U_WX4740,41,0
717,U_WX4742,49,0
718,U_WX4744,51,0
719,U_WX4746,43,0
720,U_WX4748,51,0
721,U_WX4750,44,0
722,U_WX4752,48,0
723,U_WX4754,27,0
724,U_WX4756,43,0
725,U_WX4758,28,0
726,U_WX4760,19,0
727,U_WX4762,52,0
728,U_WX4764,48,0
729,U_WX4766,52,0
730,U_WX4768,48,0
731,U_WX4770,44,0
732,U_WX4772,53,0
733,U_WX4774,56,0
734,U_WX4776,33,0
735,U_WX4778,36,0
736,U_CRC_OUT_6_0,52,0
737,U_CRC_OUT_6_1,24,0
738,U_CRC_OUT_6_2,25,0
739,U_CRC_OUT_6_3,25,0
740,U_CRC_OUT_6_4,28,0
741,U_CRC_OUT_6_5,24,0
742,U_CRC_OUT_6_6,28,0
743,U_CRC_OUT_6_7,28,0
744,U_CRC_OUT_6_8,53,0
745,U_CRC_OUT_6_9,28,0
746,U_CRC_OUT_6_10,28,0
747,U_CRC_OUT_6_11,28,0
748,U_CRC_OUT_6_12,28,0
749,U_CRC_OUT_6_13,32,0
750,U_CRC_OUT_6_14,31,0
751,U_CRC_OUT_6_15,44,0
752,U_CRC_OUT_6_16,51,0
753,U_CRC_OUT_6_17,51,0
754,U_CRC_OUT_6_18,51,0
755,U_CRC_OUT_6_19,49,0
756,U_CRC_OUT_6_20,49,0
757,U_CRC_OUT_6_21,50,0
758,U_CRC_OUT_6_22,51,0
759,U_CRC_OUT_6_23,48,0
760,U_CRC_OUT_6_24,48,0
761,U_CRC_OUT_6_25,44,0
762,U_CRC_OUT_6_26,44,0
763,U_CRC_OUT_6_27,48,0
764,U_CRC_OUT_6_28,26,0
765,U_CRC_OUT_6_29,27,0
766,U_CRC_OUT_6_30,25,0
767,U_CRC_OUT_6_31,19,0
768,U_WX5657,52,0
769,U_WX5659,54,0
770,U_WX5661,54,0
771,U_WX5663,52,0
772,U_WX5665,51,0
773,U_WX5667,6,0
774,U_WX5669,13,0
775,U_WX5671,13,0
776,U_WX5673,33,0
777,U_WX5675,28,0
778,U_WX5677,37,0
779,U_WX5679,37,0
780,U_WX5681,37,0
781,U_WX5683,43,0
782,U_WX5685,45,0
783,U_WX5687,50,0
784,U_WX5689,50,0
785,U_WX5691,47,0
786,U_WX5693,51,0
787,U_WX5695,54,0
788,U_WX5697,53,0
789,U_WX5699,53,0
790,U_WX5701,52,0
791,U_WX5703,52,0
792,U_WX5705,38,0
793,U_WX5707,50,0
794,U_WX5709,47,0
795,U_WX5711,47,0
796,U_WX5713,55,0
797,U_WX5715,42,0
798,U_WX5717,52,0
799,U_WX5719,48,0
800,U_WX5817,60,0
801,U_WX5819,61,0
802,U_WX5821,69,0
803,U_WX5823,69,0
804,U_WX5825,63,0
805,U_WX5827,63,0
806,U_WX5829,79,0
807,U_WX5831,79,0
808,U_WX5833,77,0
809,U_WX5835,74,0
810,U_WX5837,77,0
811,U_WX5839,79,0
812,U_WX5841,75,0
813,U_WX5843,79,0
814,U_WX5845,82,0
815,U_WX5847,69,0
816,U_WX5849,77,0
817,U_WX5851,75,0
818,U_WX5853,67,0
819,U_WX5855,65,0
820,U_WX5857,67,0
821,U_WX5859,66,0
822,U_WX5861,64,0
823,U_WX5863,68,0
824,U_WX5865,68,0
825,U_WX5867,68,0
826,U_WX5869,68,0
827,U_WX5871,61,0
828,U_WX5873,57,0
829,U_WX5875,57,0
830,U_WX5877,60,0
831,U_WX5879,68,0
832,U_WX5881,48,0
833,U_WX5883,55,0
834,U_WX5885,47,0
835,U_WX5887,55,0
836,U_WX5889,54,0
837,U_WX5891,52,0
838,U_WX5893,6,0
839,U_WX5895,11,0
840,U_WX5897,32,0
841,U_WX5899,32,0
842,U_WX5901,37,0
843,U_WX5903,43,0
844,U_WX5905,44,0
845,U_WX5907,45,0
846,U_WX5909,55,0
847,U_WX5911,55,0
848,U_WX5913,57,0
849,U_WX5915,51,0
850,U_WX5917,58,0
851,U_WX5919,58,0
852,U_WX5921,52,0
853,U_WX5923,55,0
854,U_WX5925,56,0
855,U_WX5927,56,0
856,U_WX5929,36,0
857,U_WX5931,36,0
858,U_WX5933,56,0
859,U_WX5935,42,0
860,U_WX5937,38,0
861,U_WX5939,41,0
862,U_WX5941,43,0
863,U_WX5943,56,0
864,U_WX5945,52,0
865,U_WX5947,47,0
866,U_WX5949,47,0
867,U_WX5951,55,0
868,U_WX5953,45,0
869,U_WX5955,54,0
870,U_WX5957,32,0
871,U_WX5959,32,0
872,U_WX5961,32,0
873,U_WX5963,47,0
874,U_WX5965,37,0
875,U_WX5967,43,0
876,U_WX5969,45,0
877,U_WX5971,48,0
878,U_WX5973,47,0
879,U_WX5975,55,0
880,U_WX5977,57,0
881,U_WX5979,58,0
882,U_WX5981,58,0
883,U_WX5983,52,0
884,U_WX5985,53,0
885,U_WX5987,55,0
886,U_WX5989,56,0
887,U_WX5991,42,0
888,U_WX5993,42,0
889,U_WX5995,42,0
890,U_WX5997,56,0
891,U_WX5999,50,0
892,U_WX6001,39,0
893,U_WX6003,38,0
894,U_WX6005,42,0
895,U_WX6007,56,0
896,U_WX6009,42,0
897,U_WX6011,45,0
898,U_WX6013,56,0
899,U_WX6015,47,0
900,U_WX6017,55,0
901,U_WX6019,44,0
902,U_WX6021,47,0
903,U_WX6023,47,0
904,U_WX6025,47,0
905,U_WX6027,47,0
906,U_WX6029,55,0
907,U_WX6031,55,0
908,U_WX6033,53,0
909,U_WX6035,47,0
910,U_WX6037,47,0
911,U_WX6039,47,0
912,U_WX6041,57,0
913,U_WX6043,51,0
914,U_WX6045,58,0
915,U_WX6047,52,0
916,U_WX6049,52,0
917,U_WX6051,55,0
918,U_WX6053,36,0
919,U_WX6055,42,0
920,U_WX6057,36,0
921,U_WX6059,42,0
922,U_WX6061,42,0
923,U_WX6063,50,0
924,U_WX6065,39,0
925,U_WX6067,38,0
926,U_WX6069,47,0
927,U_WX6071,55,0
928,U_CRC_OUT_5_0,50,0
929,U_CRC_OUT_5_1,39,0
930,U_CRC_OUT_5_2,25,0
931,U_CRC_OUT_5_3,29,0
932,U_CRC_OUT_5_4,42,0
933,U_CRC_OUT_5_5,29,0
934,U_CRC_OUT_5_6,36,0
935,U_CRC_OUT_5_7,36,0
936,U_CRC_OUT_5_8,36,0
937,U_CRC_OUT_5_9,36,0
938,U_CRC_OUT_5_10,55,0
939,U_CRC_OUT_5_11,55,0
940,U_CRC_OUT_5_12,58,0
941,U_CRC_OUT_5_13,58,0
942,U_CRC_OUT_5_14,58,0
943,U_CRC_OUT_5_15,57,0
944,U_CRC_OUT_5_16,57,0
945,U_CRC_OUT_5_17,58,0
946,U_CRC_OUT_5_18,58,0
947,U_CRC_OUT_5_19,58,0
948,U_CRC_OUT_5_20,58,0
949,U_CRC_OUT_5_21,58,0
950,U_CRC_OUT_5_22,53,0
951,U_CRC_OUT_5_23,53,0
952,U_CRC_OUT_5_24,53,0
953,U_CRC_OUT_5_25,53,0
954,U_CRC_OUT_5_26,47,0
955,U_CRC_OUT_5_27,58,0
956,U_CRC_OUT_5_28,58,0
957,U_CRC_OUT_5_29,58,0
958,U_CRC_OUT_5_30,57,0
959,U_CRC_OUT_5_31,51,0
960,U_WX6950,50,0
961,U_WX6952,47,0
962,U_WX6954,50,0
963,U_WX6956,50,0
964,U_WX6958,47,0
965,U_WX6960,46,0
966,U_WX6962,18,0
967,U_WX6964,34,0
968,U_WX6966,34,0
969,U_WX6968,46,0
970,U_WX6970,51,0
971,U_WX6972,48,0
972,U_WX6974,42,0
973,U_WX6976,56,0
974,U_WX6978,56,0
975,U_WX6980,56,0
976,U_WX6982,56,0
977,U_WX6984,43,0
978,U_WX6986,20,0
979,U_WX6988,20,0
980,U_WX6990,42,0
981,U_WX6992,38,0
982,U_WX6994,39,0
983,U_WX6996,39,0
984,U_WX6998,42,0
985,U_WX7000,35,0
986,U_WX7002,40,0
987,U_WX7004,11,0
988,U_WX7006,30,0
989,U_WX7008,30,0
990,U_WX7010,21,0
991,U_WX7012,50,0
992,U_WX7110,60,0
993,U_WX7112,76,0
994,U_WX7114,77,0
995,U_WX7116,78,0
996,U_WX7118,73,0
997,U_WX7120,74,0
998,U_WX7122,73,0
